center,target,opposite,center_label,target_label,opposite_label,target_dist,opposite_dist,self_emo_shift,self_time_dur,closest_time_dur
Ses01F_impro04_M014,Ses01F_impro04_M013,Ses01F_impro04_F013,neu,neu,neu,2,1,0,0,0
Ses01F_impro04_F014,Ses01F_impro04_F013,Ses01F_impro04_M014,neu,neu,neu,2,1,0,0,0
Ses01F_impro04_M015,Ses01F_impro04_M014,Ses01F_impro04_F015,neu,neu,xxx,3,1,0,0,0
Ses01F_impro04_M016,Ses01F_impro04_M015,Ses01F_impro04_F016,neu,neu,fru,2,1,0,0,0
Ses01F_impro04_M017,Ses01F_impro04_M016,Ses01F_impro04_F017,neu,neu,fru,2,1,0,0,0
Ses01F_impro04_M018,Ses01F_impro04_M017,Ses01F_impro04_F018,neu,neu,fru,2,1,0,0,0
Ses01F_impro04_M019,Ses01F_impro04_M018,Ses01F_impro04_F019,neu,neu,fru,2,1,0,0,0
Ses01F_impro04_M020,Ses01F_impro04_M019,Ses01F_impro04_F019,neu,neu,fru,1,2,0,0,0
Ses01F_impro04_M021,Ses01F_impro04_M020,Ses01F_impro04_F020,neu,neu,xxx,2,1,0,0,0
Ses01F_impro04_M022,Ses01F_impro04_M021,Ses01F_impro04_F022,neu,neu,fru,3,1,0,0,0
Ses01F_impro04_M023,Ses01F_impro04_M022,Ses01F_impro04_F022,neu,neu,fru,1,2,0,0,0
Ses01F_impro04_M024,Ses01F_impro04_M023,Ses01F_impro04_F023,neu,neu,fru,2,1,0,0,0
Ses01F_impro04_M025,Ses01F_impro04_M024,Ses01F_impro04_F024,neu,neu,fru,2,1,0,0,0
Ses01F_impro04_M026,Ses01F_impro04_M025,Ses01F_impro04_F025,neu,neu,fru,2,1,0,0,0
Ses01F_impro04_M027,Ses01F_impro04_M026,Ses01F_impro04_F026,neu,neu,fru,2,1,0,0,0
Ses01F_impro04_M028,Ses01F_impro04_M027,Ses01F_impro04_F027,neu,neu,fru,2,1,0,0,0
Ses01F_impro04_F029,Ses01F_impro04_F028,Ses01F_impro04_M030,ang,ang,fru,2,1,0,0,0
Ses01F_impro04_F030,Ses01F_impro04_F029,Ses01F_impro04_M031,ang,ang,neu,2,1,0,0,0
Ses01F_impro04_M032,Ses01F_impro04_M031,Ses01F_impro04_F030,neu,neu,ang,2,1,0,0,0
Ses01F_impro04_F031,Ses01F_impro04_F030,Ses01F_impro04_M032,ang,ang,neu,2,1,0,0,0
Ses01F_impro04_F032,Ses01F_impro04_F031,Ses01F_impro04_M034,ang,ang,fru,3,1,0,0,0
Ses01F_impro04_F033,Ses01F_impro04_F032,Ses01F_impro04_M035,ang,ang,fru,2,1,0,0,0
Ses01F_impro05_M000,pad,pad,neu,pad,pad,None,None,0,None,None
Ses01F_impro05_M002,Ses01F_impro05_M001,Ses01F_impro05_F001,hap,hap,fru,2,1,0,0,0
Ses01F_impro05_M004,Ses01F_impro05_M003,Ses01F_impro05_F003,neu,neu,fru,2,1,0,0,0
Ses01F_impro05_M005,Ses01F_impro05_M004,Ses01F_impro05_F004,neu,neu,fru,2,1,0,0,0
Ses01F_impro05_M006,Ses01F_impro05_M005,Ses01F_impro05_F005,neu,neu,fru,2,1,0,0,0
Ses01F_impro05_M007,Ses01F_impro05_M006,Ses01F_impro05_F006,neu,neu,xxx,2,1,0,0,0
Ses01F_impro05_M008,Ses01F_impro05_M007,Ses01F_impro05_F008,neu,neu,ang,3,1,0,0,0
Ses01F_impro05_F009,Ses01F_impro05_F008,Ses01F_impro05_M008,ang,ang,neu,2,1,0,0,0
Ses01F_impro05_M009,Ses01F_impro05_M008,Ses01F_impro05_F009,neu,neu,ang,2,1,0,0,0
Ses01F_impro05_M010,Ses01F_impro05_M009,Ses01F_impro05_F009,neu,neu,ang,1,2,0,0,0
Ses01F_impro05_M011,Ses01F_impro05_M010,Ses01F_impro05_F009,neu,neu,ang,1,3,0,0,0
Ses01F_impro05_M012,Ses01F_impro05_M011,Ses01F_impro05_F010,neu,neu,xxx,2,1,0,0,0
Ses01F_impro05_M013,Ses01F_impro05_M012,Ses01F_impro05_F010,neu,neu,xxx,1,2,0,0,0
Ses01F_impro05_M014,Ses01F_impro05_M013,Ses01F_impro05_F011,neu,neu,ang,2,1,0,0,0
Ses01F_impro05_F012,Ses01F_impro05_F011,Ses01F_impro05_M014,ang,ang,neu,2,1,0,0,0
Ses01F_impro05_M015,Ses01F_impro05_M014,Ses01F_impro05_F012,neu,neu,ang,2,1,0,0,0
Ses01F_impro05_M016,Ses01F_impro05_M015,Ses01F_impro05_F013,neu,neu,xxx,2,1,0,0,0
Ses01F_impro05_M017,Ses01F_impro05_M016,Ses01F_impro05_F013,neu,neu,xxx,1,2,0,0,0
Ses01F_impro05_F015,Ses01F_impro05_F014,Ses01F_impro05_M018,ang,ang,xxx,2,1,0,0,0
Ses01F_impro05_M020,Ses01F_impro05_M019,Ses01F_impro05_F015,neu,neu,ang,1,2,0,0,0
Ses01F_impro05_F016,Ses01F_impro05_F015,Ses01F_impro05_M020,ang,ang,neu,3,1,0,0,0
Ses01F_impro05_F017,Ses01F_impro05_F016,Ses01F_impro05_M021,ang,ang,xxx,2,1,0,0,0
Ses01F_impro05_M023,Ses01F_impro05_M022,Ses01F_impro05_F017,neu,neu,ang,1,2,0,0,0
Ses01F_impro05_F018,Ses01F_impro05_F017,Ses01F_impro05_M023,ang,ang,neu,3,1,0,0,0
Ses01F_impro05_F019,Ses01F_impro05_F018,Ses01F_impro05_M023,ang,ang,neu,1,2,0,0,0
Ses01F_impro05_M024,Ses01F_impro05_M023,Ses01F_impro05_F019,neu,neu,ang,3,1,0,0,0
Ses01F_impro05_F020,Ses01F_impro05_F019,Ses01F_impro05_M024,ang,ang,neu,2,1,0,0,0
Ses01F_impro05_M025,Ses01F_impro05_M024,Ses01F_impro05_F020,neu,neu,ang,2,1,0,0,0
Ses01F_impro05_M026,Ses01F_impro05_M025,Ses01F_impro05_F020,neu,neu,ang,1,2,0,0,0
Ses01F_impro05_F021,Ses01F_impro05_F020,Ses01F_impro05_M026,ang,ang,neu,3,1,0,0,0
Ses01F_impro05_M027,Ses01F_impro05_M026,Ses01F_impro05_F021,neu,neu,ang,2,1,0,0,0
Ses01F_impro05_F022,Ses01F_impro05_F021,Ses01F_impro05_M027,ang,ang,neu,2,1,0,0,0
Ses01F_impro05_M028,Ses01F_impro05_M027,Ses01F_impro05_F022,neu,neu,ang,2,1,0,0,0
Ses01F_impro05_F023,Ses01F_impro05_F022,Ses01F_impro05_M028,ang,ang,neu,2,1,0,0,0
Ses01F_impro05_F024,Ses01F_impro05_F023,Ses01F_impro05_M028,ang,ang,neu,1,2,0,0,0
Ses01F_impro05_M029,Ses01F_impro05_M028,Ses01F_impro05_F024,neu,neu,ang,3,1,0,0,0
Ses01F_impro05_F025,Ses01F_impro05_F024,Ses01F_impro05_M029,ang,ang,neu,2,1,0,0,0
Ses01F_impro05_M030,Ses01F_impro05_M029,Ses01F_impro05_F025,neu,neu,ang,2,1,0,0,0
Ses01F_impro05_F026,Ses01F_impro05_F025,Ses01F_impro05_M030,ang,ang,neu,2,1,0,0,0
Ses01F_impro05_M031,Ses01F_impro05_M030,Ses01F_impro05_F026,neu,neu,ang,2,1,0,0,0
Ses01F_impro05_F029,Ses01F_impro05_F028,Ses01F_impro05_M033,ang,ang,sur,2,1,0,0,0
Ses01F_impro05_F030,Ses01F_impro05_F029,Ses01F_impro05_M034,ang,ang,neu,2,1,0,0,0
Ses01F_impro05_M035,Ses01F_impro05_M034,Ses01F_impro05_F030,neu,neu,ang,2,1,0,0,0
Ses01F_impro06_M000,pad,pad,sad,pad,pad,None,None,0,None,None
Ses01F_impro06_M002,Ses01F_impro06_M001,Ses01F_impro06_F001,neu,neu,xxx,2,1,0,0,0
Ses01F_impro06_F004,Ses01F_impro06_F003,Ses01F_impro06_M003,neu,neu,sad,1,2,0,0,0
Ses01F_impro06_F006,Ses01F_impro06_F005,Ses01F_impro06_M003,sad,sad,sad,1,4,0,0,0
Ses01F_impro06_F007,Ses01F_impro06_F006,Ses01F_impro06_M004,sad,sad,neu,2,1,0,0,0
Ses01F_impro06_F008,Ses01F_impro06_F007,Ses01F_impro06_M004,sad,sad,neu,1,2,0,0,0
Ses01F_impro06_M005,Ses01F_impro06_M004,Ses01F_impro06_F009,neu,neu,neu,4,1,0,0,0
Ses01F_impro06_F011,Ses01F_impro06_F010,Ses01F_impro06_M005,sad,sad,neu,1,2,0,0,0
Ses01F_impro06_M006,Ses01F_impro06_M005,Ses01F_impro06_F011,neu,neu,sad,3,1,0,0,0
Ses01F_impro06_F012,Ses01F_impro06_F011,Ses01F_impro06_M006,sad,sad,neu,2,1,0,0,0
Ses01F_impro06_F013,Ses01F_impro06_F012,Ses01F_impro06_M007,sad,sad,sad,2,1,0,0,0
Ses01F_impro06_F014,Ses01F_impro06_F013,Ses01F_impro06_M008,sad,sad,neu,2,1,0,0,0
Ses01F_impro06_M009,Ses01F_impro06_M008,Ses01F_impro06_F014,neu,neu,sad,2,1,0,0,0
Ses01F_impro06_F015,Ses01F_impro06_F014,Ses01F_impro06_M009,sad,sad,neu,2,1,0,0,0
Ses01F_impro06_M010,Ses01F_impro06_M009,Ses01F_impro06_F016,neu,neu,neu,3,1,0,0,0
Ses01F_impro06_M011,Ses01F_impro06_M010,Ses01F_impro06_F016,neu,neu,neu,1,2,0,0,0
Ses01F_impro06_M012,Ses01F_impro06_M011,Ses01F_impro06_F017,neu,neu,xxx,2,1,0,0,0
Ses01F_impro06_M013,Ses01F_impro06_M012,Ses01F_impro06_F018,neu,neu,neu,2,1,0,0,0
Ses01F_impro06_F019,Ses01F_impro06_F018,Ses01F_impro06_M013,neu,neu,neu,2,1,0,0,0
Ses01F_impro06_F021,Ses01F_impro06_F020,Ses01F_impro06_M013,sad,sad,neu,1,3,0,0,0
Ses01F_impro06_F022,Ses01F_impro06_F021,Ses01F_impro06_M013,sad,sad,neu,1,4,0,0,0
Ses01F_impro06_M014,Ses01F_impro06_M013,Ses01F_impro06_F022,neu,neu,sad,5,1,0,0,0
Ses01F_impro06_F023,Ses01F_impro06_F022,Ses01F_impro06_M014,sad,sad,neu,2,1,0,0,0
Ses01F_impro06_F024,Ses01F_impro06_F023,Ses01F_impro06_M014,sad,sad,neu,1,2,0,0,0
Ses01F_impro06_F025,Ses01F_impro06_F024,Ses01F_impro06_M014,sad,sad,neu,1,3,0,0,0
Ses01F_impro06_M015,Ses01F_impro06_M014,Ses01F_impro06_F025,neu,neu,sad,4,1,0,0,0
Ses01F_impro06_M016,Ses01F_impro06_M015,Ses01F_impro06_F025,neu,neu,sad,1,2,0,0,0
Ses01F_impro06_F026,Ses01F_impro06_F025,Ses01F_impro06_M016,sad,sad,neu,3,1,0,0,0
Ses01F_impro07_M000,pad,pad,hap,pad,pad,None,None,0,None,None
Ses01F_impro07_F000,pad,Ses01F_impro07_M000,hap,pad,hap,None,1,0,None,0
Ses01F_impro07_M001,Ses01F_impro07_M000,Ses01F_impro07_F000,hap,hap,hap,2,1,0,0,0
Ses01F_impro07_M002,Ses01F_impro07_M001,Ses01F_impro07_F001,hap,hap,xxx,2,1,0,0,0
Ses01F_impro07_M003,Ses01F_impro07_M002,Ses01F_impro07_F002,hap,hap,hap,2,1,0,0,0
Ses01F_impro07_M004,Ses01F_impro07_M003,Ses01F_impro07_F002,hap,hap,hap,1,2,0,0,0
Ses01F_impro07_F003,Ses01F_impro07_F002,Ses01F_impro07_M004,hap,hap,hap,3,1,0,0,0
Ses01F_impro07_F004,Ses01F_impro07_F003,Ses01F_impro07_M004,hap,hap,hap,1,2,0,0,0
Ses01F_impro07_M005,Ses01F_impro07_M004,Ses01F_impro07_F004,hap,hap,hap,3,1,0,0,0
Ses01F_impro07_F005,Ses01F_impro07_F004,Ses01F_impro07_M005,hap,hap,hap,2,1,0,0,0
Ses01F_impro07_M006,Ses01F_impro07_M005,Ses01F_impro07_F006,hap,hap,xxx,3,1,0,0,0
Ses01F_impro07_M007,Ses01F_impro07_M006,Ses01F_impro07_F006,hap,hap,xxx,1,2,0,0,0
Ses01F_impro07_M008,Ses01F_impro07_M007,Ses01F_impro07_F007,hap,hap,xxx,2,1,0,0,0
Ses01F_impro07_M009,Ses01F_impro07_M008,Ses01F_impro07_F007,hap,hap,xxx,1,2,0,0,0
Ses01F_impro07_F010,Ses01F_impro07_F009,Ses01F_impro07_M012,hap,hap,neu,2,1,0,0,0
Ses01F_impro07_M013,Ses01F_impro07_M012,Ses01F_impro07_F010,neu,neu,hap,2,1,0,0,0
Ses01F_impro07_M015,Ses01F_impro07_M014,Ses01F_impro07_F012,hap,hap,hap,2,1,0,0,0
Ses01F_impro07_F013,Ses01F_impro07_F012,Ses01F_impro07_M015,hap,hap,hap,2,1,0,0,0
Ses01F_script01_1_M000,pad,Ses01F_script01_1_F001,neu,pad,xxx,None,1,0,None,0
Ses01F_script01_1_M001,Ses01F_script01_1_M000,Ses01F_script01_1_F002,neu,neu,sur,2,1,0,0,0
Ses01F_script01_1_M002,Ses01F_script01_1_M001,Ses01F_script01_1_F003,neu,neu,xxx,2,1,0,0,0
Ses01F_script01_1_M003,Ses01F_script01_1_M002,Ses01F_script01_1_F004,neu,neu,xxx,2,1,0,0,0
Ses01F_script01_1_M004,Ses01F_script01_1_M003,Ses01F_script01_1_F005,neu,neu,neu,2,1,0,0,0
Ses01F_script01_1_M015,Ses01F_script01_1_M014,Ses01F_script01_1_F015,neu,neu,neu,2,1,0,0,0
Ses01F_script01_1_M016,Ses01F_script01_1_M015,Ses01F_script01_1_F016,neu,neu,xxx,2,1,0,0,0
Ses01F_script01_1_M017,Ses01F_script01_1_M016,Ses01F_script01_1_F017,neu,neu,xxx,2,1,0,0,0
Ses01F_script01_1_M024,Ses01F_script01_1_M023,Ses01F_script01_1_F025,neu,neu,fru,2,1,0,0,0
Ses01F_script01_1_M025,Ses01F_script01_1_M024,Ses01F_script01_1_F025,neu,neu,fru,1,2,0,0,0
Ses01F_script01_1_F038,Ses01F_script01_1_F037,Ses01F_script01_1_M036,ang,ang,fru,2,1,0,0,0
Ses01F_script01_1_M040,Ses01F_script01_1_M039,Ses01F_script01_1_F040,neu,neu,fru,2,1,0,0,0
Ses01F_script01_1_F042,Ses01F_script01_1_F041,Ses01F_script01_1_M041,ang,ang,fru,2,1,0,0,0
Ses01F_script01_2_F004,Ses01F_script01_2_F003,Ses01F_script01_2_M004,ang,ang,neu,2,1,0,0,0
Ses01F_script01_2_F005,Ses01F_script01_2_F004,Ses01F_script01_2_M005,ang,ang,xxx,2,1,0,0,0
Ses01F_script01_2_F006,Ses01F_script01_2_F005,Ses01F_script01_2_M006,ang,ang,fru,2,1,0,0,0
Ses01F_script01_2_F007,Ses01F_script01_2_F006,Ses01F_script01_2_M007,ang,ang,fru,2,1,0,0,0
Ses01F_script01_2_F008,Ses01F_script01_2_F007,Ses01F_script01_2_M008,ang,ang,neu,2,1,0,0,0
Ses01F_script01_2_F009,Ses01F_script01_2_F008,Ses01F_script01_2_M009,ang,ang,fru,2,1,0,0,0
Ses01F_script01_2_F010,Ses01F_script01_2_F009,Ses01F_script01_2_M010,ang,ang,fru,2,1,0,0,0
Ses01F_script01_2_F011,Ses01F_script01_2_F010,Ses01F_script01_2_M010,ang,ang,fru,1,2,0,0,0
Ses01F_script01_2_F012,Ses01F_script01_2_F011,Ses01F_script01_2_M011,ang,ang,fru,2,1,0,0,0
Ses01F_script01_2_F013,Ses01F_script01_2_F012,Ses01F_script01_2_M013,ang,ang,fru,3,1,0,0,0
Ses01F_script01_3_F000,pad,pad,neu,pad,pad,None,None,0,None,None
Ses01F_script01_3_M000,pad,Ses01F_script01_3_F000,neu,pad,neu,None,1,0,None,0
Ses01F_script01_3_F001,Ses01F_script01_3_F000,Ses01F_script01_3_M000,neu,neu,neu,2,1,0,0,0
Ses01F_script01_3_F002,Ses01F_script01_3_F001,Ses01F_script01_3_M000,neu,neu,neu,1,2,0,0,0
Ses01F_script01_3_M001,Ses01F_script01_3_M000,Ses01F_script01_3_F002,neu,neu,neu,3,1,0,0,0
Ses01F_script01_3_F003,Ses01F_script01_3_F002,Ses01F_script01_3_M001,neu,neu,neu,2,1,0,0,0
Ses01F_script01_3_F004,Ses01F_script01_3_F003,Ses01F_script01_3_M002,neu,neu,xxx,2,1,0,0,0
Ses01F_script01_3_F005,Ses01F_script01_3_F004,Ses01F_script01_3_M003,neu,neu,neu,2,1,0,0,0
Ses01F_script01_3_M004,Ses01F_script01_3_M003,Ses01F_script01_3_F005,neu,neu,neu,2,1,0,0,0
Ses01F_script01_3_F006,Ses01F_script01_3_F005,Ses01F_script01_3_M004,neu,neu,neu,2,1,0,0,0
Ses01F_script01_3_M005,Ses01F_script01_3_M004,Ses01F_script01_3_F006,neu,neu,neu,2,1,0,0,0
Ses01F_script01_3_F007,Ses01F_script01_3_F006,Ses01F_script01_3_M005,neu,neu,neu,2,1,0,0,0
Ses01F_script01_3_F008,Ses01F_script01_3_F007,Ses01F_script01_3_M006,neu,neu,xxx,2,1,0,0,0
Ses01F_script01_3_F009,Ses01F_script01_3_F008,Ses01F_script01_3_M007,neu,neu,xxx,2,1,0,0,0
Ses01F_script01_3_F011,Ses01F_script01_3_F010,Ses01F_script01_3_M008,hap,hap,hap,2,1,0,0,0
Ses01F_script01_3_M009,Ses01F_script01_3_M008,Ses01F_script01_3_F011,hap,hap,hap,2,1,0,0,0
Ses01F_script01_3_F012,Ses01F_script01_3_F011,Ses01F_script01_3_M009,hap,hap,hap,2,1,0,0,0
Ses01F_script01_3_M010,Ses01F_script01_3_M009,Ses01F_script01_3_F012,hap,hap,hap,2,1,0,0,0
Ses01F_script01_3_F013,Ses01F_script01_3_F012,Ses01F_script01_3_M010,hap,hap,hap,2,1,0,0,0
Ses01F_script01_3_F015,Ses01F_script01_3_F014,Ses01F_script01_3_M012,neu,neu,xxx,2,1,0,0,0
Ses01F_script01_3_F016,Ses01F_script01_3_F015,Ses01F_script01_3_M013,neu,neu,xxx,2,1,0,0,0
Ses01F_script01_3_M016,Ses01F_script01_3_M015,Ses01F_script01_3_F019,hap,hap,hap,3,1,0,0,0
Ses01F_script01_3_M017,Ses01F_script01_3_M016,Ses01F_script01_3_F019,hap,hap,hap,1,2,0,0,0
Ses01F_script01_3_F020,Ses01F_script01_3_F019,Ses01F_script01_3_M018,hap,hap,xxx,4,1,0,0,0
Ses01F_script01_3_F021,Ses01F_script01_3_F020,Ses01F_script01_3_M019,hap,hap,hap,2,1,0,0,0
Ses01F_script01_3_M020,Ses01F_script01_3_M019,Ses01F_script01_3_F021,hap,hap,hap,2,1,0,0,0
Ses01F_script01_3_M022,Ses01F_script01_3_M021,Ses01F_script01_3_F024,sad,sad,xxx,2,1,0,0,0
Ses01F_script01_3_M023,Ses01F_script01_3_M022,Ses01F_script01_3_F025,sad,sad,xxx,2,1,0,0,0
Ses01F_script01_3_M024,Ses01F_script01_3_M023,Ses01F_script01_3_F026,sad,sad,xxx,2,1,0,0,0
Ses01F_script01_3_M025,Ses01F_script01_3_M024,Ses01F_script01_3_F027,sad,sad,xxx,2,1,0,0,0
Ses01F_script01_3_M026,Ses01F_script01_3_M025,Ses01F_script01_3_F028,sad,sad,neu,2,1,0,0,0
Ses01F_script01_3_F029,Ses01F_script01_3_F028,Ses01F_script01_3_M026,neu,neu,sad,2,1,0,0,0
Ses01F_script01_3_M027,Ses01F_script01_3_M026,Ses01F_script01_3_F029,sad,sad,neu,2,1,0,0,0
Ses01F_script01_3_M028,Ses01F_script01_3_M027,Ses01F_script01_3_F030,sad,sad,sad,2,1,0,0,0
Ses01F_script01_3_M029,Ses01F_script01_3_M028,Ses01F_script01_3_F030,sad,sad,sad,1,2,0,0,0
Ses01F_script01_3_M030,Ses01F_script01_3_M029,Ses01F_script01_3_F030,sad,sad,sad,1,3,0,0,0
Ses01F_script01_3_M033,Ses01F_script01_3_M032,Ses01F_script01_3_F031,sad,sad,neu,1,2,0,0,0
Ses01F_script02_1_F000,pad,Ses01F_script02_1_M001,neu,pad,xxx,None,1,0,None,0
Ses01F_script02_1_M008,Ses01F_script02_1_M007,Ses01F_script02_1_F004,neu,neu,neu,2,1,0,0,0
Ses01F_script02_1_M009,Ses01F_script02_1_M008,Ses01F_script02_1_F005,neu,neu,xxx,2,1,0,0,0
Ses01F_script02_1_M010,Ses01F_script02_1_M009,Ses01F_script02_1_F006,neu,neu,ang,2,1,0,0,0
Ses01F_script02_1_F007,Ses01F_script02_1_F006,Ses01F_script02_1_M010,ang,ang,neu,2,1,0,0,0
Ses01F_script02_1_M011,Ses01F_script02_1_M010,Ses01F_script02_1_F007,neu,neu,ang,2,1,0,0,0
Ses01F_script02_1_M014,Ses01F_script02_1_M013,Ses01F_script02_1_F008,neu,neu,neu,2,1,0,0,0
Ses01F_script02_1_M015,Ses01F_script02_1_M014,Ses01F_script02_1_F008,neu,neu,neu,1,2,0,0,0
Ses01F_script02_1_M021,Ses01F_script02_1_M020,Ses01F_script02_1_F013,neu,neu,xxx,2,1,0,0,0
Ses01F_script02_1_M024,Ses01F_script02_1_M023,Ses01F_script02_1_F016,neu,neu,xxx,2,1,0,0,0
Ses01F_script02_1_M025,Ses01F_script02_1_M024,Ses01F_script02_1_F017,neu,neu,fru,2,1,0,0,0
Ses01F_script02_1_M026,Ses01F_script02_1_M025,Ses01F_script02_1_F017,neu,neu,fru,1,2,0,0,0
Ses01F_script02_1_M032,Ses01F_script02_1_M031,Ses01F_script02_1_F021,neu,neu,fru,1,2,0,0,0
Ses01F_script02_1_M033,Ses01F_script02_1_M032,Ses01F_script02_1_F022,neu,neu,xxx,2,1,0,0,0
