center,target,opposite,center_label,target_label,opposite_label,target_dist,opposite_dist,self_emo_shift,self_time_dur,closest_time_dur
Ses01_angry_02_A_017,Ses01_angry_02_A_015,Ses01_angry_02_B_016,Neutral,Neutral,Neutral,2,1,0,0,0
Ses01_angry_02_B_018,Ses01_angry_02_B_016,Ses01_angry_02_A_017,Neutral,Neutral,Neutral,2,1,0,0,0
Ses01_angry_02_A_019,Ses01_angry_02_A_017,Ses01_angry_02_B_018,Neutral,Neutral,Neutral,2,1,0,0,0
Ses01_angry_02_A_020,Ses01_angry_02_A_019,Ses01_angry_02_B_018,Neutral,Neutral,Neutral,1,2,0,0,0
Ses01_angry_02_A_021,Ses01_angry_02_A_020,Ses01_angry_02_B_018,Neutral,Neutral,Neutral,1,3,0,0,0
Ses01_angry_02_A_023,Ses01_angry_02_A_021,Ses01_angry_02_B_018,Neutral,Neutral,Neutral,1,4,0,0,0
Ses01_angry_02_A_024,Ses01_angry_02_A_023,Ses01_angry_02_B_018,Neutral,Neutral,Neutral,1,5,0,0,0
Ses01_angry_02_A_025,Ses01_angry_02_A_024,Ses01_angry_02_B_018,Neutral,Neutral,Neutral,1,6,0,0,0
Ses01_angry_02_A_027,Ses01_angry_02_A_025,Ses01_angry_02_B_018,Neutral,Neutral,Neutral,1,7,0,0,0
Ses01_angry_02_A_028,Ses01_angry_02_A_027,Ses01_angry_02_B_018,Neutral,Neutral,Neutral,1,8,0,0,0
Ses01_angry_02_A_029,Ses01_angry_02_A_028,pad,Neutral,Neutral,pad,1,None,0,0,0
Ses01_angry_02_B_030,pad,Ses01_angry_02_A_029,Anger,pad,Neutral,None,1,0,None,0
Ses01_angry_02_A_035,Ses01_angry_02_A_033,Ses01_angry_02_B_034,Anger,Anger,Anger,2,1,0,0,0
Ses01_angry_02_B_036,Ses01_angry_02_B_034,Ses01_angry_02_A_035,Anger,Anger,Anger,2,1,0,0,0
Ses01_angry_02_B_038,Ses01_angry_02_B_036,Ses01_angry_02_A_037,Anger,Anger,Happiness,2,1,0,0,0
Ses01_angry_02_B_040,Ses01_angry_02_B_038,Ses01_angry_02_A_039,Anger,Anger,Anger,2,1,0,0,0
Ses01_angry_02_A_043,Ses01_angry_02_A_041,Ses01_angry_02_B_042,Neutral,Neutral,Neutral,2,1,0,0,0
Ses01_angry_02_B_051,Ses01_angry_02_B_049,Ses01_angry_02_A_050,Neutral,Neutral,Surprise,2,1,0,0,0
Ses01_angry_02_B_053,Ses01_angry_02_B_051,Ses01_angry_02_A_052,Neutral,Neutral,Neutral,2,1,0,0,0
Ses01_angry_02_A_054,Ses01_angry_02_A_052,Ses01_angry_02_B_053,Neutral,Neutral,Neutral,2,1,0,0,0
Ses01_angry_02_B_055,Ses01_angry_02_B_053,Ses01_angry_02_A_054,Neutral,Neutral,Neutral,2,1,0,0,0
Ses01_angry_02_A_056,Ses01_angry_02_A_054,Ses01_angry_02_B_055,Neutral,Neutral,Neutral,2,1,0,0,0
Ses01_angry_02_A_059,Ses01_angry_02_A_058,Ses01_angry_02_B_057,Happiness,Happiness,Happiness,1,2,0,0,0
Ses01_angry_02_A_060,Ses01_angry_02_A_059,Ses01_angry_02_B_057,Happiness,Happiness,Happiness,1,3,0,0,0
Ses01_angry_02_A_061,Ses01_angry_02_A_060,Ses01_angry_02_B_057,Happiness,Happiness,Happiness,1,4,0,0,0
Ses01_angry_02_B_068,Ses01_angry_02_B_066,Ses01_angry_02_A_067,Anger,Anger,Surprise,2,1,0,0,0
Ses01_angry_02_B_070,Ses01_angry_02_B_068,Ses01_angry_02_A_069,Anger,Anger,Anger,2,1,0,0,0
Ses01_angry_02_A_071,Ses01_angry_02_A_069,Ses01_angry_02_B_070,Anger,Anger,Anger,2,1,0,0,0
Ses01_angry_02_B_072,Ses01_angry_02_B_070,Ses01_angry_02_A_071,Anger,Anger,Anger,2,1,0,0,0
Ses01_angry_02_A_073,Ses01_angry_02_A_071,Ses01_angry_02_B_072,Anger,Anger,Anger,2,1,0,0,0
Ses01_angry_02_B_074,Ses01_angry_02_B_072,Ses01_angry_02_A_073,Anger,Anger,Anger,2,1,0,0,0
Ses01_angry_02_B_075,Ses01_angry_02_B_074,Ses01_angry_02_A_073,Anger,Anger,Anger,1,2,0,0,0
Ses01_angry_02_A_076,Ses01_angry_02_A_073,Ses01_angry_02_B_075,Anger,Anger,Anger,3,1,0,0,0
Ses01_angry_02_B_077,Ses01_angry_02_B_075,Ses01_angry_02_A_076,Anger,Anger,Anger,2,1,0,0,0
Ses01_angry_02_A_078,Ses01_angry_02_A_076,Ses01_angry_02_B_077,Anger,Anger,Anger,2,1,0,0,0
Ses01_angry_02_B_079,Ses01_angry_02_B_077,Ses01_angry_02_A_078,Anger,Anger,Anger,2,1,0,0,0
Ses01_angry_02_B_080,Ses01_angry_02_B_079,Ses01_angry_02_A_078,Anger,Anger,Anger,1,2,0,0,0
Ses01_angry_02_A_081,Ses01_angry_02_A_078,Ses01_angry_02_B_080,Anger,Anger,Anger,3,1,0,0,0
Ses01_angry_02_B_082,Ses01_angry_02_B_080,Ses01_angry_02_A_081,Anger,Anger,Anger,2,1,0,0,0
Ses01_angry_02_A_083,Ses01_angry_02_A_081,Ses01_angry_02_B_082,Anger,Anger,Anger,2,1,0,0,0
Ses01_angry_02_B_084,Ses01_angry_02_B_082,Ses01_angry_02_A_083,Anger,Anger,Anger,2,1,0,0,0
Ses01_angry_02_A_085,Ses01_angry_02_A_083,Ses01_angry_02_B_084,Anger,Anger,Anger,2,1,0,0,0
Ses01_angry_02_B_087,Ses01_angry_02_B_084,Ses01_angry_02_A_086,Anger,Anger,Surprise,3,1,0,0,0
Ses01_angry_02_B_089,Ses01_angry_02_B_087,Ses01_angry_02_A_088,Anger,Anger,Anger,2,1,0,0,0
Ses01_angry_02_B_090,Ses01_angry_02_B_089,Ses01_angry_02_A_088,Anger,Anger,Anger,1,2,0,0,0
Ses01_angry_02_A_092,Ses01_angry_02_A_088,Ses01_angry_02_B_090,Anger,Anger,Anger,3,1,0,0,0
Ses01_angry_02_A_093,Ses01_angry_02_A_092,Ses01_angry_02_B_090,Anger,Anger,Anger,1,2,0,0,0
Ses01_angry_02_B_094,Ses01_angry_02_B_090,Ses01_angry_02_A_093,Anger,Anger,Anger,3,1,0,0,0
Ses01_angry_02_A_095,Ses01_angry_02_A_093,Ses01_angry_02_B_094,Anger,Anger,Anger,2,1,0,0,0
Ses01_angry_02_B_096,Ses01_angry_02_B_094,Ses01_angry_02_A_095,Anger,Anger,Anger,2,1,0,0,0
Ses01_angry_02_A_097,Ses01_angry_02_A_095,Ses01_angry_02_B_096,Anger,Anger,Anger,2,1,0,0,0
Ses01_angry_02_A_098,Ses01_angry_02_A_097,Ses01_angry_02_B_096,Anger,Anger,Anger,1,2,0,0,0
Ses01_angry_02_A_099,Ses01_angry_02_A_098,Ses01_angry_02_B_096,Anger,Anger,Anger,1,3,0,0,0
Ses01_angry_02_A_100,Ses01_angry_02_A_099,Ses01_angry_02_B_096,Anger,Anger,Anger,1,4,0,0,0
Ses01_angry_02_B_101,Ses01_angry_02_B_096,Ses01_angry_02_A_100,Anger,Anger,Anger,5,1,0,0,0
Ses01_angry_03_A_001,pad,pad,Anger,pad,pad,None,None,0,None,None
Ses01_angry_03_B_002,pad,Ses01_angry_03_A_001,Neutral,pad,Anger,None,1,0,None,0
Ses01_angry_03_B_003,Ses01_angry_03_B_002,Ses01_angry_03_A_001,Neutral,Neutral,Anger,1,2,0,0,0
Ses01_angry_03_A_004,Ses01_angry_03_A_001,Ses01_angry_03_B_003,Anger,Anger,Neutral,3,1,0,0,0
Ses01_angry_03_A_006,Ses01_angry_03_A_004,Ses01_angry_03_B_005,Anger,Anger,Surprise,2,1,0,0,0
Ses01_angry_03_A_008,Ses01_angry_03_A_006,Ses01_angry_03_B_007,Anger,Anger,Surprise,2,1,0,0,0
Ses01_angry_03_A_010,Ses01_angry_03_A_008,Ses01_angry_03_B_009,Anger,Anger,Neutral,2,1,0,0,0
Ses01_angry_03_A_012,Ses01_angry_03_A_010,Ses01_angry_03_B_011,Anger,Anger,Anger,2,1,0,0,0
Ses01_angry_03_A_017,Ses01_angry_03_A_015,Ses01_angry_03_B_016,Anger,Anger,Surprise,2,1,0,0,0
Ses01_angry_03_A_019,Ses01_angry_03_A_017,Ses01_angry_03_B_018,Anger,Anger,Neutral,2,1,0,0,0
Ses01_angry_03_A_021,Ses01_angry_03_A_019,Ses01_angry_03_B_020,Anger,Anger,Anger,2,1,0,0,0
Ses01_angry_03_A_023,Ses01_angry_03_A_021,Ses01_angry_03_B_022,Anger,Anger,Disappointment,2,1,0,0,0
Ses01_angry_03_A_025,Ses01_angry_03_A_023,Ses01_angry_03_B_024,Anger,Anger,Anger,2,1,0,0,0
Ses01_angry_03_A_029,Ses01_angry_03_A_025,Ses01_angry_03_B_027,Anger,Anger,Neutral,2,1,0,0,0
Ses01_angry_03_A_032,Ses01_angry_03_A_029,Ses01_angry_03_B_031,Anger,Anger,Anger,2,1,0,0,0
Ses01_angry_03_B_033,Ses01_angry_03_B_031,Ses01_angry_03_A_032,Anger,Anger,Anger,2,1,0,0,0
Ses01_angry_03_B_034,Ses01_angry_03_B_033,Ses01_angry_03_A_032,Anger,Anger,Anger,1,2,0,0,0
Ses01_angry_03_A_035,Ses01_angry_03_A_032,Ses01_angry_03_B_034,Anger,Anger,Anger,3,1,0,0,0
Ses01_angry_03_A_037,Ses01_angry_03_A_035,Ses01_angry_03_B_036,Anger,Anger,Neutral,2,1,0,0,0
Ses01_angry_03_B_038,Ses01_angry_03_B_036,Ses01_angry_03_A_037,Neutral,Neutral,Anger,2,1,0,0,0
Ses01_angry_03_A_039,Ses01_angry_03_A_037,Ses01_angry_03_B_038,Anger,Anger,Neutral,2,1,0,0,0
Ses01_angry_03_B_040,Ses01_angry_03_B_038,Ses01_angry_03_A_039,Neutral,Neutral,Anger,2,1,0,0,0
Ses01_angry_03_A_046,Ses01_angry_03_A_039,Ses01_angry_03_B_044,Anger,Anger,Neutral,4,1,0,0,0
Ses01_angry_03_A_049,Ses01_angry_03_A_046,Ses01_angry_03_B_048,Anger,Anger,Relaxation,2,1,0,0,0
Ses01_angry_03_A_052,Ses01_angry_03_A_049,Ses01_angry_03_B_051,Anger,Anger,Anger,3,1,0,0,0
Ses01_angry_03_A_054,Ses01_angry_03_A_052,Ses01_angry_03_B_053,Anger,Anger,Happiness,2,1,0,0,0
Ses01_angry_03_A_057,Ses01_angry_03_A_054,Ses01_angry_03_B_056,Anger,Anger,Anger,2,1,0,0,0
Ses01_angry_03_A_059,Ses01_angry_03_A_057,Ses01_angry_03_B_058,Anger,Anger,Happiness,2,1,0,0,0
Ses01_angry_03_B_061,Ses01_angry_03_B_058,Ses01_angry_03_A_059,Happiness,Happiness,Anger,2,1,0,0,0
Ses01_angry_03_A_062,Ses01_angry_03_A_059,Ses01_angry_03_B_061,Anger,Anger,Happiness,2,1,0,0,0
Ses01_angry_03_A_064,Ses01_angry_03_A_062,Ses01_angry_03_B_063,Anger,Anger,Anger,2,1,0,0,0
Ses01_angry_03_B_065,Ses01_angry_03_B_063,Ses01_angry_03_A_064,Anger,Anger,Anger,2,1,0,0,0
Ses01_angry_03_B_067,Ses01_angry_03_B_065,Ses01_angry_03_A_064,Anger,Anger,Anger,1,2,0,0,0
Ses01_angry_03_B_069,Ses01_angry_03_B_067,Ses01_angry_03_A_064,Anger,Anger,Anger,1,3,0,0,0
Ses01_angry_03_A_071,Ses01_angry_03_A_064,Ses01_angry_03_B_069,Anger,Anger,Anger,4,1,0,0,0
Ses01_angry_03_B_073,Ses01_angry_03_B_069,Ses01_angry_03_A_071,Anger,Anger,Anger,2,1,0,0,0
Ses01_angry_03_A_075,Ses01_angry_03_A_071,Ses01_angry_03_B_073,Anger,Anger,Anger,2,1,0,0,0
Ses01_angry_03_B_077,Ses01_angry_03_B_073,Ses01_angry_03_A_075,Anger,Anger,Anger,2,1,0,0,0
Ses01_angry_03_A_079,Ses01_angry_03_A_075,Ses01_angry_03_B_077,Anger,Anger,Anger,2,1,0,0,0
Ses01_angry_04_A_001,pad,pad,Anger,pad,pad,None,None,0,None,None
Ses01_angry_04_B_002,pad,Ses01_angry_04_A_001,Neutral,pad,Anger,None,1,0,None,0
Ses01_angry_04_A_009,Ses01_angry_04_A_008,Ses01_angry_04_B_007,Anger,Anger,Anger,1,2,0,0,0
Ses01_angry_04_A_010,Ses01_angry_04_A_009,Ses01_angry_04_B_007,Anger,Anger,Anger,1,3,0,0,0
Ses01_angry_04_A_011,Ses01_angry_04_A_010,Ses01_angry_04_B_007,Anger,Anger,Anger,1,4,0,0,0
Ses01_angry_04_A_012,Ses01_angry_04_A_011,Ses01_angry_04_B_007,Anger,Anger,Anger,1,5,0,0,0
Ses01_angry_04_B_013,Ses01_angry_04_B_007,Ses01_angry_04_A_012,Anger,Anger,Anger,6,1,0,0,0
Ses01_angry_04_A_018,Ses01_angry_04_A_016,Ses01_angry_04_B_017,Anger,Anger,Anger,2,1,0,0,0
Ses01_angry_04_A_019,Ses01_angry_04_A_018,Ses01_angry_04_B_017,Anger,Anger,Anger,1,2,0,0,0
Ses01_angry_04_B_020,Ses01_angry_04_B_017,Ses01_angry_04_A_019,Anger,Anger,Anger,3,1,0,0,0
Ses01_angry_04_A_022,Ses01_angry_04_A_019,Ses01_angry_04_B_020,Anger,Anger,Anger,2,1,0,0,0
Ses01_angry_04_A_023,Ses01_angry_04_A_022,Ses01_angry_04_B_020,Anger,Anger,Anger,1,2,0,0,0
Ses01_angry_04_B_024,Ses01_angry_04_B_020,Ses01_angry_04_A_023,Anger,Anger,Anger,3,1,0,0,0
Ses01_angry_04_B_027,Ses01_angry_04_B_024,Ses01_angry_04_A_026,Anger,Anger,Anger,3,1,0,0,0
Ses01_angry_04_A_028,Ses01_angry_04_A_026,Ses01_angry_04_B_027,Anger,Anger,Anger,2,1,0,0,0
Ses01_angry_04_A_029,Ses01_angry_04_A_028,Ses01_angry_04_B_027,Anger,Anger,Anger,1,2,0,0,0
Ses01_angry_04_A_030,Ses01_angry_04_A_029,Ses01_angry_04_B_027,Anger,Anger,Anger,1,3,0,0,0
Ses02_angry_05_A_001,pad,pad,Anger,pad,pad,None,None,0,None,None
Ses02_angry_05_A_003,Ses02_angry_05_A_001,Ses02_angry_05_B_002,Anger,Anger,Surprise,2,1,0,0,0
Ses02_angry_05_A_005,Ses02_angry_05_A_003,Ses02_angry_05_B_004,Anger,Anger,Surprise,2,1,0,0,0
Ses02_angry_05_A_007,Ses02_angry_05_A_005,Ses02_angry_05_B_006,Anger,Anger,Surprise,2,1,0,0,0
Ses02_angry_05_A_008,Ses02_angry_05_A_007,Ses02_angry_05_B_006,Anger,Anger,Surprise,1,2,0,0,0
Ses02_angry_05_A_010,Ses02_angry_05_A_008,Ses02_angry_05_B_009,Anger,Anger,Anger,2,1,0,0,0
Ses02_angry_05_B_011,Ses02_angry_05_B_009,Ses02_angry_05_A_010,Anger,Anger,Anger,2,1,0,0,0
Ses02_angry_05_A_012,Ses02_angry_05_A_010,Ses02_angry_05_B_011,Anger,Anger,Anger,2,1,0,0,0
Ses02_angry_05_B_013,Ses02_angry_05_B_011,Ses02_angry_05_A_012,Anger,Anger,Anger,2,1,0,0,0
Ses02_angry_05_A_014,Ses02_angry_05_A_012,Ses02_angry_05_B_013,Anger,Anger,Anger,2,1,0,0,0
Ses02_angry_05_A_018,Ses02_angry_05_A_014,Ses02_angry_05_B_017,Anger,Anger,Anger,4,1,0,0,0
Ses02_angry_05_A_020,Ses02_angry_05_A_018,Ses02_angry_05_B_019,Anger,Anger,Frustration,2,1,0,0,0
Ses02_angry_05_A_021,Ses02_angry_05_A_020,Ses02_angry_05_B_019,Anger,Anger,Frustration,1,2,0,0,0
Ses02_angry_05_A_023,Ses02_angry_05_A_021,Ses02_angry_05_B_022,Anger,Anger,Fear,2,1,0,0,0
Ses02_angry_05_A_025,Ses02_angry_05_A_023,Ses02_angry_05_B_024,Anger,Anger,Anger,2,1,0,0,0
Ses02_angry_05_A_026,Ses02_angry_05_A_025,Ses02_angry_05_B_024,Anger,Anger,Anger,1,2,0,0,0
Ses02_angry_05_B_027,Ses02_angry_05_B_024,Ses02_angry_05_A_026,Anger,Anger,Anger,3,1,0,0,0
Ses02_angry_05_A_028,Ses02_angry_05_A_026,Ses02_angry_05_B_027,Anger,Anger,Anger,2,1,0,0,0
Ses02_angry_05_A_029,Ses02_angry_05_A_028,Ses02_angry_05_B_027,Anger,Anger,Anger,1,2,0,0,0
Ses02_angry_05_A_031,Ses02_angry_05_A_029,Ses02_angry_05_B_030,Anger,Anger,Frustration,2,1,0,0,0
Ses02_angry_05_A_032,Ses02_angry_05_A_031,Ses02_angry_05_B_030,Anger,Anger,Frustration,1,2,0,0,0
Ses02_angry_05_A_033,Ses02_angry_05_A_032,Ses02_angry_05_B_030,Anger,Anger,Frustration,1,3,0,0,0
Ses02_angry_05_A_035,Ses02_angry_05_A_033,Ses02_angry_05_B_034,Anger,Anger,Frustration,2,1,0,0,0
Ses02_angry_05_A_037,Ses02_angry_05_A_035,Ses02_angry_05_B_036,Anger,Anger,Frustration,2,1,0,0,0
Ses02_angry_05_A_039,Ses02_angry_05_A_037,Ses02_angry_05_B_038,Anger,Anger,Frustration,2,1,0,0,0
Ses02_angry_05_A_041,Ses02_angry_05_A_039,Ses02_angry_05_B_040,Anger,Anger,Anger,2,1,0,0,0
Ses02_angry_05_A_042,Ses02_angry_05_A_041,Ses02_angry_05_B_040,Anger,Anger,Anger,1,2,0,0,0
Ses02_angry_05_B_043,Ses02_angry_05_B_040,Ses02_angry_05_A_042,Anger,Anger,Anger,3,1,0,0,0
Ses02_angry_05_A_044,Ses02_angry_05_A_042,Ses02_angry_05_B_043,Anger,Anger,Anger,2,1,0,0,0
Ses02_angry_05_B_045,Ses02_angry_05_B_043,Ses02_angry_05_A_044,Anger,Anger,Anger,2,1,0,0,0
Ses02_angry_05_B_046,Ses02_angry_05_B_045,Ses02_angry_05_A_044,Anger,Anger,Anger,1,2,0,0,0
Ses02_angry_05_A_047,Ses02_angry_05_A_044,Ses02_angry_05_B_046,Anger,Anger,Anger,3,1,0,0,0
Ses02_angry_05_B_048,Ses02_angry_05_B_046,Ses02_angry_05_A_047,Anger,Anger,Anger,2,1,0,0,0
Ses02_angry_05_B_049,Ses02_angry_05_B_048,Ses02_angry_05_A_047,Anger,Anger,Anger,1,2,0,0,0
Ses02_angry_05_A_050,Ses02_angry_05_A_047,Ses02_angry_05_B_049,Anger,Anger,Anger,3,1,0,0,0
Ses02_angry_05_B_051,Ses02_angry_05_B_049,Ses02_angry_05_A_050,Anger,Anger,Anger,2,1,0,0,0
Ses02_angry_05_A_052,Ses02_angry_05_A_050,Ses02_angry_05_B_051,Anger,Anger,Anger,2,1,0,0,0
Ses02_angry_08_B_002,pad,Ses02_angry_08_A_001,Anger,pad,Frustration,None,1,0,None,0
Ses02_angry_08_B_003,Ses02_angry_08_B_002,Ses02_angry_08_A_001,Anger,Anger,Frustration,1,2,0,0,0
Ses02_angry_08_B_005,Ses02_angry_08_B_003,Ses02_angry_08_A_004,Anger,Anger,Frustration,2,1,0,0,0
Ses02_angry_08_B_006,Ses02_angry_08_B_005,Ses02_angry_08_A_004,Anger,Anger,Frustration,1,2,0,0,0
Ses02_angry_08_B_013,Ses02_angry_08_B_010,Ses02_angry_08_A_012,Anger,Anger,Anger,2,1,0,0,0
Ses02_angry_08_B_015,Ses02_angry_08_B_013,Ses02_angry_08_A_014,Anger,Anger,Frustration,2,1,0,0,0
Ses02_angry_08_B_017,Ses02_angry_08_B_015,Ses02_angry_08_A_014,Anger,Anger,Frustration,1,2,0,0,0
Ses02_angry_08_B_019,Ses02_angry_08_B_017,Ses02_angry_08_A_018,Anger,Anger,Anger,2,1,0,0,0
Ses02_angry_08_A_020,Ses02_angry_08_A_018,Ses02_angry_08_B_019,Anger,Anger,Anger,2,1,0,0,0
Ses02_angry_08_B_021,Ses02_angry_08_B_019,Ses02_angry_08_A_020,Anger,Anger,Anger,2,1,0,0,0
Ses02_angry_08_A_022,Ses02_angry_08_A_020,Ses02_angry_08_B_021,Anger,Anger,Anger,2,1,0,0,0
Ses02_angry_08_B_023,Ses02_angry_08_B_021,Ses02_angry_08_A_022,Anger,Anger,Anger,2,1,0,0,0
Ses02_angry_08_A_024,Ses02_angry_08_A_022,Ses02_angry_08_B_023,Anger,Anger,Anger,2,1,0,0,0
Ses02_angry_08_B_025,Ses02_angry_08_B_023,Ses02_angry_08_A_024,Anger,Anger,Anger,2,1,0,0,0
Ses02_angry_08_A_026,Ses02_angry_08_A_024,Ses02_angry_08_B_025,Anger,Anger,Anger,2,1,0,0,0
Ses02_angry_08_B_028,Ses02_angry_08_B_025,Ses02_angry_08_A_026,Anger,Anger,Anger,2,1,0,0,0
Ses02_angry_08_B_029,Ses02_angry_08_B_028,Ses02_angry_08_A_026,Anger,Anger,Anger,1,2,0,0,0
Ses02_angry_08_A_030,Ses02_angry_08_A_026,Ses02_angry_08_B_029,Anger,Anger,Anger,3,1,0,0,0
Ses02_angry_08_B_034,Ses02_angry_08_B_031,Ses02_angry_08_A_033,Neutral,Neutral,Disappointment,2,1,0,0,0
Ses03_angry_10_A_001,pad,pad,Neutral,pad,pad,None,None,0,None,None
Ses03_angry_10_B_002,pad,Ses03_angry_10_A_001,Anger,pad,Neutral,None,1,0,None,0
Ses03_angry_10_B_004,Ses03_angry_10_B_002,Ses03_angry_10_A_003,Anger,Anger,Anger,2,1,0,0,0
Ses03_angry_10_B_006,Ses03_angry_10_B_004,Ses03_angry_10_A_005,Anger,Anger,Neutral,2,1,0,0,0
Ses03_angry_10_B_009,Ses03_angry_10_B_006,Ses03_angry_10_A_008,Anger,Anger,Neutral,3,1,0,0,0
Ses03_angry_10_B_011,Ses03_angry_10_B_009,Ses03_angry_10_A_010,Anger,Anger,Fear,2,1,0,0,0
Ses03_angry_10_B_014,Ses03_angry_10_B_011,Ses03_angry_10_A_013,Anger,Anger,Anger,3,1,0,0,0
Ses03_angry_10_B_016,Ses03_angry_10_B_014,Ses03_angry_10_A_015,Anger,Anger,Fear,2,1,0,0,0
Ses03_angry_10_B_017,Ses03_angry_10_B_016,Ses03_angry_10_A_015,Anger,Anger,Fear,1,2,0,0,0
Ses03_angry_10_B_018,Ses03_angry_10_B_017,Ses03_angry_10_A_015,Anger,Anger,Fear,1,3,0,0,0
Ses03_angry_10_B_020,Ses03_angry_10_B_018,Ses03_angry_10_A_019,Anger,Anger,Frustration,2,1,0,0,0
Ses03_angry_10_B_022,Ses03_angry_10_B_020,Ses03_angry_10_A_021,Anger,Anger,Fear,2,1,0,0,0
Ses03_angry_10_B_024,Ses03_angry_10_B_022,Ses03_angry_10_A_023,Anger,Anger,Anger,2,1,0,0,0
Ses03_angry_10_B_026,Ses03_angry_10_B_024,Ses03_angry_10_A_025,Anger,Anger,Frustration,2,1,0,0,0
Ses03_angry_10_B_028,Ses03_angry_10_B_026,Ses03_angry_10_A_027,Anger,Anger,Frustration,2,1,0,0,0
Ses03_angry_10_B_030,Ses03_angry_10_B_028,Ses03_angry_10_A_029,Anger,Anger,Anger,2,1,0,0,0
Ses03_angry_10_B_033,Ses03_angry_10_B_030,Ses03_angry_10_A_032,Anger,Anger,Anger,3,1,0,0,0
Ses03_angry_10_B_035,Ses03_angry_10_B_033,Ses03_angry_10_A_034,Anger,Anger,Frustration,2,1,0,0,0
Ses03_angry_10_B_036,Ses03_angry_10_B_035,Ses03_angry_10_A_034,Anger,Anger,Frustration,1,2,0,0,0
Ses03_angry_10_B_038,Ses03_angry_10_B_036,Ses03_angry_10_A_037,Anger,Anger,Disappointment,2,1,0,0,0
